Key,Source,Context,Changes,English
HN Bed Small 1X2.5Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Table Saw required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\nPlacing a bed on the ground will allow you to respawn there when you die. Placing a new bed or picking up the last placed bed will permanently clear all previous respawn points. The bed shows on your map and compass and prevents zombie spawning near it."
HN Bedroom Mirror 2X1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 6Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 7Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet 8Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Clear Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Clear Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Clear Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Clear Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Cube Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Cube Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Cube White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Dark Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Dark Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Dark Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Dark Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Filler Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Filler Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Filler White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Round Corner Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Round Corner Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet Round Corner White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet White Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet White Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet White Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cabinet White Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Ceiling Lamp Metal TopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Ceiling Lamp MetalDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Ceiling Light BottomDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Ceiling Light TopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Chair MetalDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Closet Door BottomDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Closet Door MiddleDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Closet DoorDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee MakerDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table AX1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table AX2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table AX3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table X1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table X2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Coffee Table X3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Computer 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cooker Top ChimneyDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cooker TopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN CooktopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Clear Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Clear Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Clear Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Clear Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Corner Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Corner Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Corner White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Dark Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Dark Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Dark Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Dark Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Large Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Large Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard Large White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard White Wood 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard White Wood 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard White Wood 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Cupboard White Wood 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Dark Wood Medium TableDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Decor JarsDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Decor PlantDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Decoration Spheres X2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Decoration SpheresDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Elegant Chair 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Floor LampDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Floor Speaker ExperimentalDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Fridge NewDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Garden BedDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Garden ChairDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Garden Table RoundDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Garden Table SquareDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Garden TableDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Gas StoveDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass and Metal Coffe TableDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass and Metal Table 1x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass and Metal Table 2x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass and Metal Table 2x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass Closet Door 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass Closet Door 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass Closet Door 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass DeskDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Glass DoorDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN HT SpeakerDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Kitchen CooktopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Lamp OffsetDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN LampDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN LaptopDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Large TableDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Main DoorDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Main Double DoorDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Microwave BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
